order_id,date,week,month,division,product_line,material,operator_id,machine_id,shift,planned_qty,actual_qty,good_qty,defect_qty,scrap_qty,rework_qty,defect_rate,yield_rate,std_cycle_time_min,actual_cycle_time_min,cycle_time_variance_pct,promised_lead_days,actual_lead_days,on_time_delivery,downtime_minutes,material_cost_per_unit,labor_cost_per_unit,overhead_per_unit,unit_price,total_production_cost,scrap_cost,rework_cost,revenue,gross_margin
ORD-03500,2024-10-18,42,2024-10,North,Shaft Components,Titanium Grade 5,OP-006,MCH-12,Day,150,130,126,4,1,3,0.0308,0.9692,10.0,9.35,-6.5,10,10,1,0,45.0,5.45,8.18,87.68,7621.9,47.73,12.26,11047.68,0.3101
ORD-00178,2024-10-18,42,2024-10,Central,Shaft Components,Stainless 316,OP-013,MCH-05,Day,125,125,122,3,1,2,0.024,0.976,10.0,10.18,1.8,5,5,1,0,18.5,5.94,8.91,50.59,4168.75,21.47,8.91,6171.98,0.3246
ORD-01818,2024-10-18,42,2024-10,Central,Gear Assemblies,Steel 4140,OP-020,MCH-11,Day,125,116,111,5,1,4,0.0431,0.9569,15.0,13.16,-12.27,14,15,0,0,8.5,7.68,11.52,40.88,3213.2,12.34,23.04,4537.68,0.2919
ORD-03529,2024-10-18,42,2024-10,North,Shaft Components,Titanium Grade 5,OP-002,MCH-11,Day,125,112,108,4,1,3,0.0357,0.9643,10.0,10.63,6.3,10,8,1,0,45.0,6.2,9.3,92.25,6776.0,48.1,13.95,9963.0,0.3199
ORD-03020,2024-10-18,42,2024-10,South,Housing Units,Stainless 316,OP-002,MCH-12,Day,125,122,117,5,2,3,0.041,0.959,22.0,23.32,6.0,14,14,1,0,18.5,13.6,20.4,66.6,6405.0,50.6,30.6,7792.2,0.178
ORD-02456,2024-10-18,42,2024-10,Central,Shaft Components,Aluminum 6061,OP-010,MCH-11,Day,200,171,164,7,2,5,0.0409,0.9591,10.0,10.95,9.5,3,3,1,0,12.0,6.39,9.58,41.96,4782.87,30.39,23.96,6881.44,0.305
ORD-01571,2024-10-19,42,2024-10,North,Housing Units,Bronze C932,OP-005,MCH-14,Night,50,37,36,1,0,1,0.027,0.973,22.0,22.59,2.68,10,9,1,0,22.0,13.18,19.77,71.03,2033.15,0.0,9.88,2557.08,0.2049
ORD-00333,2024-10-19,42,2024-10,Central,Hydraulic Valves,Stainless 316,OP-006,MCH-15,Swing,50,36,34,2,0,2,0.0556,0.9444,18.0,17.55,-2.5,14,13,1,0,18.5,10.24,15.36,67.4,1587.6,0.0,15.36,2291.6,0.3072
ORD-01208,2024-10-19,42,2024-10,North,Housing Units,Aluminum 6061,OP-018,MCH-05,Day,125,108,104,4,2,2,0.037,0.963,22.0,22.22,1.0,5,5,1,0,12.0,12.96,19.44,62.71,4795.2,36.96,19.44,6521.84,0.2647
ORD-00468,2024-10-19,42,2024-10,South,Gear Assemblies,Stainless 316,OP-002,MCH-07,Day,150,123,117,6,2,4,0.0488,0.9512,15.0,12.55,-16.33,7,5,1,0,18.5,7.32,10.98,52.14,4526.4,44.32,21.96,6100.38,0.258
ORD-01727,2024-10-19,42,2024-10,Central,Hydraulic Valves,Steel 4140,OP-019,MCH-15,Swing,125,97,92,5,1,4,0.0515,0.9485,18.0,19.27,7.06,3,3,1,14,8.5,11.24,16.86,47.55,3550.2,14.12,33.72,4374.6,0.1885
ORD-03930,2024-10-19,42,2024-10,North,Precision Bearings,Bronze C932,OP-015,MCH-09,Day,100,89,86,3,1,2,0.0337,0.9663,12.5,13.34,6.72,3,3,1,24,22.0,7.78,11.67,52.21,3689.05,25.89,11.67,4490.06,0.1784
ORD-04578,2024-10-19,42,2024-10,North,Gear Assemblies,Bronze C932,OP-004,MCH-04,Day,50,44,41,3,1,2,0.0682,0.9318,15.0,14.6,-2.67,3,2,1,0,22.0,8.52,12.78,62.81,1905.2,26.26,12.78,2575.21,0.2602
ORD-00736,2024-10-20,42,2024-10,Central,Housing Units,Bronze C932,OP-010,MCH-03,Day,150,136,131,5,2,3,0.0368,0.9632,22.0,22.75,3.41,14,10,1,0,22.0,13.27,19.91,73.31,7504.48,57.27,29.86,9603.61,0.2186
ORD-03395,2024-10-20,42,2024-10,Central,Gear Assemblies,Stainless 316,OP-003,MCH-11,Swing,75,60,58,2,1,1,0.0333,0.9667,15.0,13.69,-8.73,7,6,1,29,18.5,7.99,11.98,57.81,2308.2,22.5,5.99,3352.98,0.3116
ORD-00415,2024-10-20,42,2024-10,Central,Hydraulic Valves,Steel 4140,OP-002,MCH-13,Day,150,127,119,8,4,4,0.063,0.937,18.0,20.37,13.17,3,3,1,0,8.5,11.88,17.82,50.97,4851.4,57.76,35.64,6065.43,0.2002
ORD-02490,2024-10-20,42,2024-10,South,Shaft Components,Stainless 316,OP-020,MCH-12,Swing,100,88,85,3,0,3,0.0341,0.9659,10.0,9.74,-2.6,14,14,1,0,18.5,5.68,8.52,48.67,2877.6,0.0,12.78,4136.95,0.3044
ORD-04136,2024-10-20,42,2024-10,North,Gear Assemblies,Steel 4140,OP-004,MCH-09,Night,100,67,65,2,1,1,0.0299,0.9701,15.0,15.39,2.6,7,6,1,0,8.5,8.98,13.47,42.49,2073.65,12.99,6.74,2761.85,0.2492
ORD-02841,2024-10-21,43,2024-10,South,Precision Bearings,Titanium Grade 5,OP-015,MCH-10,Swing,200,163,155,8,3,5,0.0491,0.9509,12.5,13.4,7.2,10,9,1,0,45.0,7.82,11.73,84.73,10521.65,146.73,29.33,13133.15,0.1988
ORD-02237,2024-10-21,43,2024-10,North,Hydraulic Valves,Bronze C932,OP-005,MCH-02,Day,50,38,36,2,0,2,0.0526,0.9474,18.0,17.73,-1.5,5,5,1,20,22.0,10.34,15.51,64.48,1818.3,0.0,15.51,2321.28,0.2167
ORD-03833,2024-10-21,43,2024-10,North,Gear Assemblies,Aluminum 6061,OP-019,MCH-08,Night,200,184,177,7,2,5,0.038,0.962,15.0,14.7,-2.0,3,2,1,7,12.0,8.57,12.86,43.91,6151.12,32.57,32.14,7772.07,0.2086
ORD-03811,2024-10-21,43,2024-10,North,Precision Bearings,Stainless 316,OP-001,MCH-14,Night,100,89,85,4,2,2,0.0449,0.9551,12.5,15.94,27.52,14,12,1,0,18.5,9.3,13.95,56.12,3715.75,46.3,13.95,4770.2,0.221
ORD-03303,2024-10-21,43,2024-10,North,Gear Assemblies,Titanium Grade 5,OP-019,MCH-11,Night,150,104,100,4,1,3,0.0385,0.9615,15.0,16.49,9.93,14,11,1,4,45.0,9.62,14.43,88.97,7181.2,49.81,21.64,8897.0,0.1929
ORD-03809,2024-10-21,43,2024-10,Central,Hydraulic Valves,Steel 4140,OP-001,MCH-03,Day,150,111,102,9,2,7,0.0811,0.9189,18.0,15.54,-13.67,3,2,1,16,8.5,9.06,13.59,43.01,3457.65,26.06,47.56,4387.02,0.2118
ORD-00295,2024-10-21,43,2024-10,South,Hydraulic Valves,Stainless 316,OP-003,MCH-07,Swing,125,103,101,2,0,2,0.0194,0.9806,18.0,19.5,8.33,10,10,1,0,18.5,11.38,17.07,60.19,4835.85,0.0,17.07,6079.19,0.2045
ORD-02078,2024-10-22,43,2024-10,Central,Precision Bearings,Steel 4140,OP-016,MCH-04,Swing,75,61,60,1,0,1,0.0164,0.9836,12.5,14.82,18.56,10,8,1,0,8.5,8.64,12.96,44.78,1836.1,0.0,6.48,2686.8,0.3166
ORD-02584,2024-10-22,43,2024-10,Central,Shaft Components,Bronze C932,OP-017,MCH-12,Day,150,136,132,4,1,3,0.0294,0.9706,10.0,9.87,-1.3,7,7,1,0,22.0,5.76,8.64,47.35,4950.4,24.88,12.96,6250.2,0.208
ORD-04386,2024-10-22,43,2024-10,North,Gear Assemblies,Titanium Grade 5,OP-017,MCH-07,Night,125,91,85,6,3,3,0.0659,0.9341,15.0,12.91,-13.93,14,14,1,0,45.0,7.53,11.29,84.6,5807.62,146.29,16.94,7191.0,0.1924
ORD-00731,2024-10-22,43,2024-10,North,Gear Assemblies,Aluminum 6061,OP-002,MCH-10,Day,50,49,47,2,0,2,0.0408,0.9592,15.0,14.66,-2.27,3,2,1,0,12.0,8.55,12.83,42.89,1635.62,0.0,12.83,2015.83,0.1886
ORD-00575,2024-10-22,43,2024-10,Central,Shaft Components,Stainless 316,OP-012,MCH-06,Swing,100,77,75,2,0,2,0.026,0.974,10.0,10.68,6.8,14,16,0,0,18.5,6.23,9.35,43.92,2624.16,0.0,9.35,3294.0,0.2034
ORD-02561,2024-10-22,43,2024-10,South,Hydraulic Valves,Bronze C932,OP-018,MCH-11,Night,50,36,35,1,0,1,0.0278,0.9722,18.0,18.62,3.44,5,4,1,0,22.0,10.86,16.29,69.53,1769.4,0.0,8.14,2433.55,0.2729
ORD-01052,2024-10-22,43,2024-10,Central,Hydraulic Valves,Steel 4140,OP-001,MCH-10,Swing,75,55,52,3,1,2,0.0545,0.9455,18.0,19.0,5.56,3,2,1,0,8.5,11.08,16.62,45.44,1991.0,14.04,16.62,2362.88,0.1574
ORD-01440,2024-10-23,43,2024-10,South,Precision Bearings,Aluminum 6061,OP-019,MCH-14,Day,125,99,94,5,1,4,0.0505,0.9495,12.5,12.18,-2.56,14,12,1,0,12.0,7.1,10.65,40.4,2945.25,15.55,21.3,3797.6,0.2244
ORD-01147,2024-10-23,43,2024-10,Central,Gear Assemblies,Titanium Grade 5,OP-010,MCH-12,Night,150,111,104,7,3,4,0.0631,0.9369,15.0,17.06,13.73,7,8,0,22,45.0,9.95,14.92,92.46,7755.57,149.93,29.85,9615.84,0.1935
ORD-01518,2024-10-23,43,2024-10,Central,Shaft Components,Bronze C932,OP-009,MCH-02,Day,75,72,70,2,1,1,0.0278,0.9722,10.0,8.87,-11.3,10,12,0,4,22.0,5.17,7.75,44.42,2514.24,24.59,3.88,3109.4,0.1914
ORD-03655,2024-10-23,43,2024-10,Central,Gear Assemblies,Titanium Grade 5,OP-009,MCH-15,Day,150,130,124,6,2,4,0.0462,0.9538,15.0,14.67,-2.2,3,2,1,0,45.0,8.56,12.84,86.66,8632.0,98.56,25.68,10745.84,0.1967
ORD-03234,2024-10-23,43,2024-10,North,Shaft Components,Steel 4140,OP-010,MCH-15,Night,125,100,98,2,0,2,0.02,0.98,10.0,10.04,0.4,3,3,1,0,8.5,5.86,8.79,32.59,2315.0,0.0,8.79,3193.82,0.2752
ORD-02526,2024-10-24,43,2024-10,Central,Precision Bearings,Steel 4140,OP-019,MCH-02,Day,75,69,67,2,0,2,0.029,0.971,12.5,13.04,4.32,5,5,1,0,8.5,7.61,11.42,38.25,1899.57,0.0,11.42,2562.75,0.2588
ORD-02398,2024-10-24,43,2024-10,South,Housing Units,Stainless 316,OP-015,MCH-15,Day,150,132,126,6,2,4,0.0455,0.9545,22.0,17.59,-20.05,3,2,1,0,18.5,10.26,15.39,61.24,5827.8,47.26,30.78,7716.24,0.2447
ORD-04108,2024-10-24,43,2024-10,North,Precision Bearings,Stainless 316,OP-005,MCH-11,Swing,75,62,59,3,1,2,0.0484,0.9516,12.5,10.04,-19.68,3,2,1,38,18.5,5.86,8.79,43.4,2055.3,21.43,8.79,2560.6,0.1973
ORD-03560,2024-10-24,43,2024-10,South,Housing Units,Steel 4140,OP-002,MCH-07,Swing,150,120,117,3,1,2,0.025,0.975,22.0,22.35,1.59,3,2,1,0,8.5,13.04,19.56,53.19,4932.0,15.02,19.56,6223.23,0.2075
ORD-00815,2024-10-24,43,2024-10,Central,Hydraulic Valves,Stainless 316,OP-003,MCH-11,Day,100,86,83,3,0,3,0.0349,0.9651,18.0,21.42,19.0,14,17,0,0,18.5,12.5,18.75,69.62,4278.5,0.0,28.12,5778.46,0.2596
ORD-00882,2024-10-24,43,2024-10,Central,Precision Bearings,Titanium Grade 5,OP-018,MCH-02,Day,200,178,172,6,2,4,0.0337,0.9663,12.5,13.87,10.96,14,12,1,0,45.0,8.09,12.13,93.26,11609.16,98.09,24.27,16040.72,0.2763
ORD-03270,2024-10-24,43,2024-10,North,Hydraulic Valves,Bronze C932,OP-017,MCH-06,Day,100,100,96,4,1,3,0.04,0.96,18.0,14.22,-21.0,10,7,1,0,22.0,8.29,12.43,57.1,4272.0,26.14,18.65,5481.6,0.2207
ORD-04255,2024-10-24,43,2024-10,North,Shaft Components,Stainless 316,OP-009,MCH-06,Night,100,84,82,2,0,2,0.0238,0.9762,10.0,9.76,-2.4,3,2,1,28,18.5,5.69,8.54,41.45,2749.32,0.0,8.54,3398.9,0.1911
ORD-04451,2024-10-24,43,2024-10,South,Housing Units,Steel 4140,OP-010,MCH-04,Day,125,112,109,3,1,2,0.0268,0.9732,22.0,21.96,-0.18,3,3,1,8,8.5,12.81,19.21,58.8,4538.24,14.91,19.21,6409.2,0.2919
ORD-02712,2024-10-24,43,2024-10,North,Housing Units,Stainless 316,OP-007,MCH-13,Day,50,44,43,1,0,1,0.0227,0.9773,22.0,19.49,-11.41,5,5,1,15,18.5,11.37,17.05,58.97,2064.48,0.0,8.53,2535.71,0.1858
ORD-03483,2024-10-24,43,2024-10,Central,Housing Units,Aluminum 6061,OP-018,MCH-07,Swing,75,59,58,1,0,1,0.0169,0.9831,22.0,18.49,-15.95,10,10,1,0,12.0,10.79,16.18,51.74,2299.23,0.0,8.09,3000.92,0.2338
ORD-00589,2024-10-24,43,2024-10,South,Shaft Components,Aluminum 6061,OP-018,MCH-02,Night,200,161,157,4,1,3,0.0248,0.9752,10.0,12.99,29.9,10,10,1,0,12.0,7.58,11.37,40.86,4982.95,15.79,17.05,6415.02,0.2232
ORD-01037,2024-10-25,43,2024-10,South,Hydraulic Valves,Bronze C932,OP-016,MCH-13,Night,150,112,110,2,0,2,0.0179,0.9821,18.0,16.05,-10.83,5,6,0,0,22.0,9.36,14.04,59.38,5084.8,0.0,14.04,6531.8,0.2215
ORD-01792,2024-10-25,43,2024-10,North,Gear Assemblies,Titanium Grade 5,OP-011,MCH-01,Night,150,103,100,3,1,2,0.0291,0.9709,15.0,15.38,2.53,5,5,1,0,45.0,8.97,13.46,100.0,6945.29,49.48,13.46,10000.0,0.3055
ORD-01240,2024-10-25,43,2024-10,Central,Shaft Components,Bronze C932,OP-003,MCH-09,Night,75,59,58,1,0,1,0.0169,0.9831,10.0,10.73,7.3,3,2,1,0,22.0,6.26,9.39,47.18,2221.35,0.0,4.7,2736.44,0.1882
ORD-03868,2024-10-25,43,2024-10,South,Housing Units,Stainless 316,OP-018,MCH-01,Swing,100,82,79,3,1,2,0.0366,0.9634,22.0,21.56,-2.0,10,10,1,0,18.5,12.58,18.87,66.32,4095.9,24.79,18.87,5239.28,0.2182
ORD-03022,2024-10-25,43,2024-10,Central,Gear Assemblies,Aluminum 6061,OP-016,MCH-02,Night,50,42,40,2,0,2,0.0476,0.9524,15.0,16.87,12.47,5,4,1,0,12.0,9.84,14.76,48.14,1537.2,0.0,14.76,1925.6,0.2017
ORD-00239,2024-10-25,43,2024-10,South,Housing Units,Bronze C932,OP-008,MCH-09,Swing,100,90,86,4,1,3,0.0444,0.9556,22.0,20.82,-5.36,10,11,0,0,22.0,12.15,18.23,65.79,4714.2,28.07,27.34,5657.94,0.1668
ORD-00041,2024-10-25,43,2024-10,Central,Hydraulic Valves,Aluminum 6061,OP-007,MCH-02,Swing,100,87,82,5,2,3,0.0575,0.9425,18.0,21.41,18.94,7,7,1,0,12.0,12.49,18.73,65.72,3760.14,36.49,28.1,5389.04,0.3023
ORD-00190,2024-10-25,43,2024-10,Central,Housing Units,Titanium Grade 5,OP-004,MCH-07,Day,50,45,44,1,0,1,0.0222,0.9778,22.0,20.03,-8.95,14,16,0,0,45.0,11.68,17.52,102.47,3339.0,0.0,8.76,4508.68,0.2594
ORD-02112,2024-10-25,43,2024-10,Central,Gear Assemblies,Titanium Grade 5,OP-015,MCH-01,Day,100,79,75,4,1,3,0.0506,0.9494,15.0,14.81,-1.27,7,8,0,0,45.0,8.64,12.96,98.69,5261.4,49.32,19.44,7401.75,0.2892
ORD-04258,2024-10-25,43,2024-10,Central,Housing Units,Stainless 316,OP-002,MCH-11,Night,100,82,79,3,1,2,0.0366,0.9634,22.0,21.76,-1.09,7,7,1,0,18.5,12.69,19.04,68.47,4118.86,24.84,19.04,5409.13,0.2385
ORD-04244,2024-10-25,43,2024-10,North,Shaft Components,Aluminum 6061,OP-006,MCH-13,Night,150,118,114,4,1,3,0.0339,0.9661,10.0,10.28,2.8,7,7,1,0,12.0,6.0,9.0,33.87,3186.0,15.0,13.5,3861.18,0.1749
ORD-04149,2024-10-25,43,2024-10,North,Precision Bearings,Bronze C932,OP-016,MCH-02,Day,50,50,46,4,1,3,0.08,0.92,12.5,12.04,-3.68,7,7,1,0,22.0,7.02,10.53,50.46,1977.5,25.51,15.79,2321.16,0.1481
ORD-02181,2024-10-26,43,2024-10,North,Precision Bearings,Stainless 316,OP-017,MCH-05,Swing,200,196,190,6,3,3,0.0306,0.9694,12.5,11.61,-7.12,5,4,1,64,18.5,6.77,10.15,45.93,6942.32,65.66,15.23,8726.7,0.2045
ORD-02569,2024-10-26,43,2024-10,South,Hydraulic Valves,Aluminum 6061,OP-010,MCH-07,Night,100,81,78,3,1,2,0.037,0.963,18.0,20.18,12.11,3,3,1,0,12.0,11.77,17.66,55.39,3355.83,17.88,17.66,4320.42,0.2233
ORD-03256,2024-10-26,43,2024-10,North,Hydraulic Valves,Titanium Grade 5,OP-014,MCH-09,Swing,75,64,61,3,1,2,0.0469,0.9531,18.0,19.21,6.72,7,7,1,0,45.0,11.21,16.82,100.75,4673.92,50.61,16.82,6145.75,0.2395
ORD-04715,2024-10-26,43,2024-10,North,Precision Bearings,Titanium Grade 5,OP-019,MCH-12,Swing,100,86,83,3,1,2,0.0349,0.9651,12.5,11.81,-5.52,3,3,1,0,45.0,6.89,10.33,95.07,5350.92,48.45,10.33,7890.81,0.3219
ORD-00105,2024-10-26,43,2024-10,Central,Precision Bearings,Titanium Grade 5,OP-004,MCH-05,Night,125,99,95,4,1,3,0.0404,0.9596,12.5,13.11,4.88,10,8,1,0,45.0,7.65,11.48,84.08,6348.87,48.83,17.21,7987.6,0.2052
ORD-00118,2024-10-26,43,2024-10,South,Shaft Components,Bronze C932,OP-009,MCH-04,Day,75,63,62,1,0,1,0.0159,0.9841,10.0,11.91,19.1,5,5,1,0,22.0,6.95,10.43,50.62,2480.94,0.0,5.21,3138.44,0.2095
ORD-03480,2024-10-26,43,2024-10,Central,Precision Bearings,Titanium Grade 5,OP-014,MCH-15,Night,200,138,133,5,2,3,0.0362,0.9638,12.5,13.43,7.44,3,2,1,0,45.0,7.83,11.75,96.11,8912.04,97.83,17.62,12782.63,0.3028
ORD-02473,2024-10-26,43,2024-10,South,Hydraulic Valves,Stainless 316,OP-017,MCH-15,Night,50,34,33,1,0,1,0.0294,0.9706,18.0,12.94,-28.11,5,5,1,0,18.5,7.55,11.32,50.03,1270.58,0.0,5.66,1650.99,0.2304
ORD-00436,2024-10-26,43,2024-10,Central,Hydraulic Valves,Bronze C932,OP-013,MCH-08,Night,200,139,130,9,2,7,0.0647,0.9353,18.0,16.79,-6.72,3,3,1,8,22.0,9.79,14.68,65.6,6459.33,53.79,51.4,8528.0,0.2426
ORD-04202,2024-10-26,43,2024-10,South,Hydraulic Valves,Stainless 316,OP-017,MCH-09,Night,200,146,140,6,3,3,0.0411,0.9589,18.0,15.32,-14.89,14,14,1,0,18.5,8.94,13.41,51.99,5964.1,68.91,20.12,7278.6,0.1806
ORD-03320,2024-10-26,43,2024-10,South,Shaft Components,Stainless 316,OP-003,MCH-10,Swing,125,107,104,3,0,3,0.028,0.972,10.0,9.96,-0.4,3,3,1,0,18.5,5.81,8.71,46.44,3533.14,0.0,13.07,4829.76,0.2685
ORD-00724,2024-10-27,43,2024-10,South,Precision Bearings,Bronze C932,OP-009,MCH-14,Swing,75,67,65,2,0,2,0.0299,0.9701,12.5,11.91,-4.72,10,10,1,0,22.0,6.95,10.43,54.59,2638.46,0.0,10.43,3548.35,0.2564
ORD-03913,2024-10-27,43,2024-10,South,Housing Units,Aluminum 6061,OP-017,MCH-02,Night,125,87,85,2,0,2,0.023,0.977,22.0,22.15,0.68,10,12,0,0,12.0,12.92,19.38,56.35,3854.1,0.0,19.38,4789.75,0.1953
ORD-02912,2024-10-27,43,2024-10,South,Shaft Components,Stainless 316,OP-012,MCH-03,Swing,75,64,63,1,0,1,0.0156,0.9844,10.0,10.93,9.3,14,12,1,0,18.5,6.38,9.57,46.05,2204.8,0.0,4.79,2901.15,0.24
ORD-02874,2024-10-27,43,2024-10,Central,Precision Bearings,Steel 4140,OP-011,MCH-06,Swing,150,138,133,5,2,3,0.0362,0.9638,12.5,12.68,1.44,14,10,1,0,8.5,7.4,11.1,38.78,3726.0,24.4,16.65,5157.74,0.2776
ORD-02073,2024-10-27,43,2024-10,North,Housing Units,Titanium Grade 5,OP-009,MCH-04,Night,125,109,103,6,1,5,0.055,0.945,22.0,20.96,-4.73,5,4,1,14,45.0,12.23,18.34,111.97,8237.13,51.12,45.86,11532.91,0.2858
ORD-04212,2024-10-27,43,2024-10,Central,Housing Units,Titanium Grade 5,OP-019,MCH-14,Day,150,109,103,6,3,3,0.055,0.945,22.0,19.63,-10.77,14,9,1,37,45.0,11.45,17.17,103.89,8024.58,152.18,25.76,10700.67,0.2501
ORD-02285,2024-10-27,43,2024-10,South,Precision Bearings,Titanium Grade 5,OP-019,MCH-07,Night,50,38,37,1,0,1,0.0263,0.9737,12.5,13.95,11.6,14,11,1,0,45.0,8.14,12.21,83.93,2483.3,0.0,6.11,3105.41,0.2003
ORD-00087,2024-10-27,43,2024-10,North,Housing Units,Steel 4140,OP-009,MCH-02,Night,50,44,42,2,1,1,0.0455,0.9545,22.0,20.31,-7.68,3,3,1,13,8.5,11.85,17.77,57.09,1677.28,14.43,8.89,2397.78,0.3005
ORD-00984,2024-10-27,43,2024-10,North,Precision Bearings,Titanium Grade 5,OP-012,MCH-12,Day,200,178,173,5,1,4,0.0281,0.9719,12.5,14.92,19.36,14,11,1,0,45.0,8.7,13.05,87.06,11881.5,49.35,26.1,15061.38,0.2111
ORD-00929,2024-10-28,44,2024-10,Central,Housing Units,Stainless 316,OP-003,MCH-04,Swing,75,66,65,1,0,1,0.0152,0.9848,22.0,23.94,8.82,5,5,1,8,18.5,13.96,20.94,69.62,3524.4,0.0,10.47,4525.3,0.2212
ORD-02846,2024-10-28,44,2024-10,South,Precision Bearings,Titanium Grade 5,OP-016,MCH-04,Day,125,114,110,4,2,2,0.0351,0.9649,12.5,11.38,-8.96,5,5,1,0,45.0,6.64,9.96,88.1,7022.4,96.64,9.96,9691.0,0.2754
ORD-00114,2024-10-28,44,2024-10,South,Precision Bearings,Aluminum 6061,OP-016,MCH-08,Day,75,66,64,2,0,2,0.0303,0.9697,12.5,12.75,2.0,5,3,1,0,12.0,7.44,11.16,42.05,2019.6,0.0,11.16,2691.2,0.2496
ORD-02426,2024-10-29,44,2024-10,South,Shaft Components,Steel 4140,OP-005,MCH-01,Night,200,189,183,6,2,4,0.0317,0.9683,10.0,9.93,-0.7,7,7,1,17,8.5,5.79,8.69,32.46,4343.22,22.79,17.37,5940.18,0.2688
ORD-03682,2024-10-29,44,2024-10,Central,Hydraulic Valves,Aluminum 6061,OP-009,MCH-07,Day,75,55,52,3,1,2,0.0545,0.9455,18.0,19.64,9.11,10,11,0,40,12.0,11.46,17.19,54.54,2235.75,17.73,17.19,2836.08,0.2117
ORD-04478,2024-10-29,44,2024-10,South,Housing Units,Titanium Grade 5,OP-001,MCH-08,Day,125,111,107,4,2,2,0.036,0.964,22.0,24.19,9.95,14,14,1,0,45.0,14.11,21.16,108.53,8909.97,104.11,21.16,11612.71,0.2327
ORD-04477,2024-10-29,44,2024-10,South,Housing Units,Steel 4140,OP-006,MCH-05,Day,125,122,120,2,0,2,0.0164,0.9836,22.0,21.77,-1.05,5,4,1,0,8.5,12.7,19.05,58.1,4910.5,0.0,19.05,6972.0,0.2957
ORD-04449,2024-10-29,44,2024-10,North,Hydraulic Valves,Steel 4140,OP-001,MCH-08,Swing,50,41,39,2,0,2,0.0488,0.9512,18.0,13.71,-23.83,5,5,1,46,8.5,8.0,12.0,36.51,1168.5,0.0,12.0,1423.89,0.1794
ORD-00076,2024-10-29,44,2024-10,North,Gear Assemblies,Titanium Grade 5,OP-015,MCH-03,Swing,150,128,122,6,3,3,0.0469,0.9531,15.0,15.89,5.93,10,10,1,14,45.0,9.27,13.9,101.27,8725.76,148.91,20.86,12354.94,0.2937
ORD-03790,2024-10-29,44,2024-10,North,Gear Assemblies,Bronze C932,OP-019,MCH-05,Night,75,58,55,3,1,2,0.0517,0.9483,15.0,14.84,-1.07,7,8,0,14,22.0,8.66,12.99,63.53,2531.7,26.33,12.99,3494.15,0.2754
ORD-04644,2024-10-30,44,2024-10,Central,Precision Bearings,Aluminum 6061,OP-010,MCH-10,Night,100,84,80,4,1,3,0.0476,0.9524,12.5,12.16,-2.72,7,9,0,0,12.0,7.09,10.63,42.45,2496.48,15.54,15.95,3396.0,0.2649
ORD-03839,2024-10-30,44,2024-10,North,Gear Assemblies,Titanium Grade 5,OP-016,MCH-14,Swing,150,133,127,6,2,4,0.0451,0.9549,15.0,17.25,15.0,5,4,1,0,45.0,10.06,15.09,93.32,9329.95,100.06,30.18,11851.64,0.2128
ORD-00329,2024-10-30,44,2024-10,North,Shaft Components,Titanium Grade 5,OP-004,MCH-05,Day,75,69,66,3,1,2,0.0435,0.9565,10.0,10.09,0.9,7,6,1,0,45.0,5.89,8.83,89.53,4120.68,47.95,8.83,5908.98,0.3026
ORD-00461,2024-10-30,44,2024-10,North,Shaft Components,Steel 4140,OP-010,MCH-02,Day,75,67,65,2,0,2,0.0299,0.9701,10.0,11.13,11.3,5,4,1,28,8.5,6.49,9.73,36.15,1656.24,0.0,9.73,2349.75,0.2951
ORD-02854,2024-10-30,44,2024-10,North,Hydraulic Valves,Steel 4140,OP-015,MCH-11,Night,75,48,46,2,0,2,0.0417,0.9583,18.0,17.41,-3.28,3,2,1,8,8.5,10.16,15.24,45.29,1627.2,0.0,15.24,2083.34,0.2189
ORD-01994,2024-10-30,44,2024-10,South,Housing Units,Stainless 316,OP-003,MCH-03,Day,50,44,44,0,0,0,0.0,1.0,22.0,19.04,-13.45,14,18,0,0,18.5,11.11,16.66,67.87,2035.88,0.0,0.0,2986.28,0.3183
ORD-03209,2024-10-30,44,2024-10,South,Gear Assemblies,Bronze C932,OP-016,MCH-07,Swing,125,104,97,7,3,4,0.0673,0.9327,15.0,15.11,0.73,5,6,0,0,22.0,8.81,13.21,55.52,4578.08,79.22,26.43,5385.44,0.1499
ORD-02909,2024-10-30,44,2024-10,North,Gear Assemblies,Steel 4140,OP-013,MCH-08,Swing,200,136,130,6,3,3,0.0441,0.9559,15.0,13.75,-8.33,14,15,0,0,8.5,8.02,12.03,40.91,3882.8,37.53,18.04,5318.3,0.2699
ORD-03694,2024-10-30,44,2024-10,North,Shaft Components,Steel 4140,OP-009,MCH-07,Swing,50,42,41,1,0,1,0.0238,0.9762,10.0,8.16,-18.4,5,5,1,19,8.5,4.76,7.14,28.91,856.8,0.0,3.57,1185.31,0.2772
ORD-04125,2024-10-30,44,2024-10,Central,Gear Assemblies,Titanium Grade 5,OP-003,MCH-12,Day,75,67,64,3,1,2,0.0448,0.9552,15.0,16.21,8.07,7,7,1,28,45.0,9.46,14.19,103.05,4599.55,49.73,14.19,6595.2,0.3026
ORD-03727,2024-10-30,44,2024-10,North,Gear Assemblies,Bronze C932,OP-004,MCH-06,Swing,150,133,125,8,3,5,0.0602,0.9398,15.0,13.19,-12.07,5,6,0,0,22.0,7.69,11.54,52.71,5483.59,77.53,28.84,6588.75,0.1677
